koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CANDIDATE,0,0,0,0,119.0624882,0.0001479,-0.0001479,149.22223,0.00104,-0.00104,0.968,0.423,-0.045,3.1188,0.0589,-0.0589,5372.3,94.1,-94.1,10.4,2.82,-1.89,366,4.26,3.51,-1.74,71.6,1,5697,173,-173,4.392,0.171,-0.19,0.92,0.25,-0.167,287.88812,39.078709,15.289
CONFIRMED,0,0,0,0,8.70798309,2.93E-05,-2.93E-05,363.05638,0.00229,-0.00229,0.063,0.418,-0.063,2.4904,0.0805,-0.0805,1419.6,53.6,-53.6,2.01,0.15,-0.06,543,20.59,5.2,-2.59,28.1,1,4362,87,-78,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842
FALSE POSITIVE,0,0,1,0,14.8623076,0.0001304,-0.0001304,354.57297,0.00685,-0.00685,0.324,0.143,-0.324,3.161,0.213,-0.213,840,62.5,-62.5,1.57,0.12,-0.05,454,10.08,2.55,-1.26,14.4,3,4362,87,-78,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842
CONFIRMED,0,0,0,0,27.40229859,5.14E-05,-5.14E-05,133.6284,0.0015,-0.0015,0.022,0.296,-0.022,6.8491,0.0479,-0.0479,747.5,10,-10,3.63,0.67,-0.56,734,68.46,35.02,-23.47,79.3,3,6198,111,-136,4.237,0.13,-0.117,1.324,0.247,-0.202,300.51712,44.38158,13.914
CONFIRMED,0,0,0,0,3.179267286,3.26E-06,-3.26E-06,261.841607,0.000764,-0.000764,0.171,0.274,-0.171,1.0246,0.0287,-0.0287,200.9,6,-6,1.21,0.14,-0.06,1101,347.01,118.28,-58.22,41,1,5511,98,-120,4.554,0.018,-0.102,0.857,0.101,-0.04,295.57416,42.806438,12.55
CONFIRMED,0,0,0,0,24.5709023,0.0001009,-0.0001009,135.87209,0.0033,-0.0033,0.945,0.009,-0.674,3.587,0.181,-0.181,764.2,31.7,-31.7,2.82,0.2,-0.12,505,15.33,3.68,-2.42,26.3,2,5095,101,-101,4.566,0.032,-0.052,0.78,0.055,-0.035,291.36478,37.609169,13.562
FALSE POSITIVE,0,0,1,1,0.817026268,4.35E-07,-4.35E-07,132.835239,0.000458,-0.000458,0.01,0.279,-0.01,2.0799,0.0156,-0.0156,1145.5,10.8,-10.8,2.92,0.83,-0.26,1784,2386.13,2041.12,-634.48,121.1,1,5619,169,-169,4.536,0.035,-0.196,0.874,0.248,-0.078,296.38229,48.045311,15.488
CONFIRMED,0,0,0,0,3.024092505,2.25E-07,-2.25E-07,132.4168573,6.22E-05,-6.22E-05,0.424,0.031,-0.046,2.8021,0.0103,-0.0103,7765,8.6,-8.6,12.14,0.79,-0.95,1489,1162.54,252.01,-267.02,1225.3,1,6063,108,-145,4.261,0.055,-0.045,1.358,0.088,-0.107,285.24084,46.668251,13.958
CANDIDATE,0,0,0,0,5.670155713,5.44E-06,-5.44E-06,136.201739,0.000777,-0.000777,1.267,66.56,-0.225,0.9361,0.0608,-0.0608,536.7,19.6,-19.6,5.85,2.81,-1.22,341,3.21,4.86,-1.33,37.3,1,3337,115,-57,5.126,0.104,-0.127,0.183,0.088,-0.038,292.26181,41.442554,13.783
CONFIRMED,0,0,0,0,1.022678654,2.71E-06,-2.71E-06,133.45422,0.00223,-0.00223,0.019,0.45,-0.019,1.3712,0.0727,-0.0727,129.2,7.2,-7.2,1.14,0.13,-0.16,1734,2138.47,685.73,-647.56,21.6,1,5366,80,-72,4.363,0.138,-0.08,1.02,0.118,-0.145,296.68045,41.38652,14.803
CONFIRMED,0,0,0,0,12.10968709,6.23E-05,-6.23E-05,140.21258,0.00386,-0.00386,0.924,0.004,-0.661,6.3461,0.0954,-0.0954,284.7,8.9,-8.9,2.98,0.46,-0.69,1005,240.8,106.82,-109.94,33.4,1,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
CONFIRMED,0,0,0,0,4.75796103,3.45E-05,-3.45E-05,137.69636,0.00618,-0.00618,0.621,0.318,-0.391,4.66,0.157,-0.157,124.5,6.5,-6.5,1.7,0.27,-0.39,1372,835.65,370.7,-381.5,20.9,2,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
CONFIRMED,0,0,0,0,20.4972755,0.000334,-0.000334,147.43894,0.00968,-0.00968,0.966,0.015,-0.673,8.536,0.406,-0.406,242.9,12,-12,2.96,0.46,-0.69,843,119.42,52.97,-54.52,22.8,3,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
FALSE POSITIVE,0,0,1,0,13.55480534,7.92E-05,-7.92E-05,139.81609,0.00541,-0.00541,0.497,0.457,-0.298,2.288,0.172,-0.172,48.3,3.6,-3.6,0.62,0.12,-0.07,679,50.41,33.33,-15.75,16.5,2,5370,187,-187,4.494,0.074,-0.137,0.874,0.178,-0.096,294.49011,38.194126,11.157
FALSE POSITIVE,0,1,0,0,29.74454668,2.70E-05,-2.70E-05,172.386652,0.000715,-0.000715,0.337,0.012,-0.015,23.2842,0.0537,-0.0537,66894,103,-103,20.06,1.58,-1.58,455,10.1,3.54,-2.65,765,1,4889,186,-169,4.569,0.036,-0.054,0.788,0.062,-0.062,297.75708,41.680454,11.753
FALSE POSITIVE,0,1,0,0,14.15402428,2.02E-06,-2.02E-06,140.698466,0.000116,-0.000116,1.1,0.021,-0.032,4.47001,0.006,-0.006,61625,76.9,-76.9,53.25,8.43,-5.18,777,86.13,37.91,-21.41,930.3,1,5850,105,-117,4.404,0.08,-0.12,1.037,0.164,-0.101,290.35294,41.769741,12.932
FALSE POSITIVE,0,1,1,0,0.844786082,3.47E-07,-3.47E-07,134.216987,0.000351,-0.000351,1.297,0.254,-0.207,3.5289,0.0217,-0.0217,2468.5,12.3,-12.3,35.27,9.14,-4.93,1864,2846.03,2234.43,-983.23,245.6,1,5705,172,-172,4.452,0.098,-0.182,0.915,0.237,-0.128,298.71152,41.635792,15.363
FALSE POSITIVE,0,1,0,0,0.848483947,2.24E-07,-2.24E-07,133.585301,0.000212,-0.000212,1.264,2.358,-0.096,1.4451,0.0127,-0.0127,1907.4,12.9,-12.9,32.11,10.12,-3.36,1908,3117.82,2903.46,-918.8,185,1,5941,166,-187,4.504,0.04,-0.216,0.936,0.295,-0.098,292.23679,41.7393,15.323
FALSE POSITIVE,0,1,1,1,11.99097576,2.12E-05,-2.12E-05,143.28437,0.00146,-0.00146,1.269,17.79,-0.101,5.7401,0.0726,-0.0726,2124.3,24.8,-24.8,37.47,11.15,-6.85,880,141.63,128.26,-59.57,102.8,1,6110,192,-213,4.352,0.149,-0.182,1.072,0.319,-0.196,296.29855,41.602718,14.977
CONFIRMED,0,0,0,0,31.8841473,0.0002099,-0.0002099,160.20696,0.00453,-0.00453,0.938,0.007,-0.682,6.122,0.217,-0.217,910,37.4,-37.4,3.7,0.6,-0.2,563,23.82,10.12,-3.76,25.3,1,5779,78,-86,4.477,0.032,-0.128,0.974,0.158,-0.053,293.56815,39.03632,15.368
CANDIDATE,0,0,0,0,16.15811112,7.39E-05,-7.39E-05,143.00233,0.00363,-0.00363,1.8572,0.0984,-0.5537,6.049,0.187,-0.187,2319.8,68.1,-68.1,86.13,36.08,-6.6,660,44.83,57.04,-10.68,52.8,1,5619,173,-156,4.536,0.03,-0.291,0.874,0.366,-0.067,296.38229,48.045311,15.488
CONFIRMED,0,0,0,0,12.06222962,2.75E-05,-2.75E-05,138.22229,0.00177,-0.00177,0.392,0.044,-0.392,2.0584,0.0572,-0.0572,300.2,10.8,-10.8,1.62,0.21,-0.13,750,74.8,27.47,-17.09,32.4,1,5547,99,-110,4.451,0.076,-0.093,0.933,0.12,-0.08,296.49612,47.182861,13.581
CONFIRMED,0,0,0,0,21.85362905,9.23E-05,-9.23E-05,144.32031,0.00379,-0.00379,0.676,0.035,-0.511,3.439,0.108,-0.108,355.6,16.7,-16.7,1.75,0.47,-0.16,618,34.57,26.7,-8.92,23,1,5830,146,-161,4.54,0.044,-0.187,0.876,0.234,-0.078,290.72867,37.252651,14.246
CONFIRMED,0,0,0,0,8.19345065,7.09E-05,-7.09E-05,138.99617,0.00668,-0.00668,0.815,0.149,-0.576,5.234,0.207,-0.207,115.4,7.6,-7.6,1.74,0.27,-0.4,1144,405.75,180,-185.24,15.7,4,6021,120,-120,4.093,0.195,-0.105,1.458,0.226,-0.339,293.08463,41.135441,14.348
FALSE POSITIVE,0,1,1,1,19.97867,5.87E-05,-5.87E-05,137.17061,0.0024,-0.0024,0.923,0.006,-0.011,10.168,0.178,-0.178,944.3,13,-13,6.85,2.9,-1.56,1351,788.02,997.18,-402.86,86.2,1,9651,272,-467,4.229,0.126,-0.234,1.895,0.803,-0.432,299.15353,40.286961,13.849
FALSE POSITIVE,0,1,1,0,15.45158184,8.52E-05,-8.52E-05,142.21096,0.00426,-0.00426,0.636,0.297,-0.408,2.406,0.147,-0.147,85.3,5.1,-5.1,2.02,0.49,-0.41,1285,643.83,467.09,-295.46,21,1,7839,216,-324,4.08,0.13,-0.159,2.069,0.505,-0.413,297.98123,41.44487,11.798
FALSE POSITIVE,0,1,0,0,89.69816853,4.41E-06,-4.41E-06,176.3060152,3.40E-05,-3.40E-05,0.684,0.025,-0.023,5.5418,0.00466,-0.00466,273110,136,-136,102.08,26.76,-40.11,554,22.33,17.72,-15.14,3420.3,1,6214,187,-206,4.021,0.392,-0.168,1.583,0.415,-0.622,299.0209,44.17276,13.624
CANDIDATE,0,0,0,0,1.187352427,2.53E-07,-2.53E-07,133.465454,0.000176,-0.000176,1.222,0.026,-0.029,4.999,0.0139,-0.0139,20703,37.3,-37.3,67.35,20.04,-16.42,2251,6067.3,5334.23,-3101.3,717.4,1,6424,179,-247,4.186,0.18,-0.18,1.489,0.443,-0.363,285.06335,44.167885,13.623
CONFIRMED,0,0,0,0,4.77800306,3.38E-06,-3.38E-06,124.061465,0.000588,-0.000588,0.02,0.359,-0.02,2.7361,0.0184,-0.0184,473,4.6,-4.6,1.85,0.13,-0.14,932,177.79,44.24,-37.22,115.4,2,5192,103,-103,4.489,0.066,-0.054,0.873,0.065,-0.065,299.13922,40.94902,13.04
FALSE POSITIVE,0,1,0,0,7.814839231,9.10E-06,-9.10E-06,357.519981,0.000793,-0.000793,0.945,0.009,-0.007,3.0122,0.0644,-0.0644,2010.3,38.1,-38.1,5.33,1.69,-0.57,903,156.74,151.68,-48.11,100,1,5887,184,-205,4.499,0.052,-0.208,0.931,0.297,-0.099,294.02725,41.675968,15.452
FALSE POSITIVE,0,1,1,1,29.7452499,0.0003323,-0.0003323,157.38519,0.00938,-0.00938,0.941,0.005,-0.007,22.695,0.46,-0.46,778.9,16.4,-16.4,3.6,0.51,-0.5,557,22.74,8.65,-6.92,55.9,1,5334,80,-80,4.372,0.127,-0.104,1.004,0.141,-0.141,297.75311,41.675991,15.259
CONFIRMED,0,0,0,0,5.32667299,1.96E-05,-1.96E-05,357.12617,0.00264,-0.00264,0.043,0.403,-0.043,3.4045,0.0739,-0.0739,611.4,19.3,-19.3,2.26,0.74,-0.23,1007,242.97,241.36,-73.2,34.1,1,5831,184,-205,4.517,0.038,-0.212,0.921,0.301,-0.094,290.21518,41.77597,15.808
FALSE POSITIVE,0,1,1,0,2.988085455,6.21E-06,-6.21E-06,133.27252,0.00172,-0.00172,1.216,6.805,-0.017,3.68,0.114,-0.114,802.8,20.1,-20.1,21.81,5.07,-2.02,1101,348.05,246.51,-94.24,48.2,1,5497,164,-164,4.577,0.028,-0.152,0.809,0.188,-0.075,294.07071,38.981331,15.381
FALSE POSITIVE,1,0,0,1,0.393727296,4.14E-07,-4.14E-07,178.587454,0.000885,-0.000885,1.228,0.168,-0.113,3.02,0.129,-0.129,903.5,14.7,-14.7,23.05,5.79,-1.94,2216,5746.51,4380.49,-1479.92,82.4,1,5628,169,-169,4.575,0.04,-0.16,0.808,0.203,-0.068,294.61893,38.611889,15.856
CANDIDATE,0,0,0,0,8.17242644,2.68E-05,-2.68E-05,361.20157,0.0024,-0.0024,0.926,0.017,-0.648,3.902,0.141,-0.141,864.3,26,-26,3.29,0.44,-0.19,858,127.95,45.45,-20.22,37,1,5705,76,-76,4.499,0.045,-0.113,0.905,0.121,-0.052,293.87363,38.922482,15.24
CONFIRMED,0,0,0,0,13.0607936,0.0001053,-0.0001053,137.63148,0.00577,-0.00577,0.718,0.262,-0.49,3.215,0.195,-0.195,236.6,14.1,-14.1,1.45,0.38,-0.13,734,68.66,53.04,-17.72,19.4,2,5830,146,-161,4.54,0.044,-0.187,0.876,0.234,-0.078,290.72867,37.252651,14.246
CANDIDATE,0,0,0,0,4.2989201,2.01E-05,-2.01E-05,132.86187,0.00396,-0.00396,0.972,0.032,-0.757,2.747,0.131,-0.131,237.6,13.7,-13.7,2.12,0.27,-0.27,1046,283.62,100.01,-78.24,20,1,5300,87,-71,4.385,0.132,-0.088,0.986,0.124,-0.124,291.14249,37.061321,14.613
FALSE POSITIVE,0,1,1,1,25.9518461,0.0001657,-0.0001657,154.88212,0.00592,-0.00592,1.22,6.652,-0.163,14.581,0.3,-0.3,1058.5,19.1,-19.1,22.32,3.73,-1.99,521,17.37,9.21,-4.44,65.8,1,5372,159,-143,4.584,0.03,-0.12,0.796,0.133,-0.071,293.71075,38.983608,14.576
FALSE POSITIVE,0,1,1,1,25.9518536,0.0001408,-0.0001408,154.88278,0.00471,-0.00471,1.25,6.981,-0.168,14.755,0.246,-0.246,2017.9,30.6,-30.6,24.6,3.55,-1.89,494,14.09,6.64,-3.45,79.4,1,5198,154,-154,4.604,0.036,-0.084,0.742,0.107,-0.057,293.67657,38.991379,15.342
FALSE POSITIVE,0,1,0,0,15.66388695,7.06E-06,-7.06E-06,147.395712,0.000363,-0.000363,0.985,0.092,-0.055,2.4775,0.0289,-0.0289,5144.4,39.3,-39.3,27.36,3.78,-7.02,1060,298.77,119.96,-146.4,175.9,1,5996,119,-119,3.901,0.196,-0.07,2.221,0.307,-0.57,289.87347,43.203838,13.439
FALSE POSITIVE,0,1,0,0,4.020628573,1.98E-06,-1.98E-06,133.638478,0.000403,-0.000403,0.827,0.004,-0.005,4.4085,0.0253,-0.0253,20901,115,-115,16.94,5.73,-1.9,1232,543.92,542.03,-182.46,282.6,1,6210,172,-259,4.45,0.056,-0.224,1.033,0.349,-0.116,295.03925,44.191059,15.472
CANDIDATE,0,0,0,0,5.714817603,1.25E-06,-1.25E-06,355.00831,0.000154,-0.000154,0.096,0.121,-0.066,3.14126,0.00573,-0.00573,12295,26.4,-26.4,9.29,2.47,-0.99,943,187.27,154.76,-56.76,537.7,1,5695,189,-189,4.526,0.058,-0.173,0.842,0.224,-0.09,299.78632,44.16954,15.623
FALSE POSITIVE,0,1,1,1,2.897432135,5.09E-06,-5.09E-06,450.75739,0.00129,-0.00129,0.967,0.045,-0.018,3.1793,0.0796,-0.0796,1223.7,23.6,-23.6,14.35,3.88,-9.05,2170,5240,4499.62,-4606.92,73.9,1,5970,215,-179,3.619,0.74,-0.131,2.994,0.809,-1.888,300.867,44.14529,15.036
CONFIRMED,0,0,0,0,8.70420525,1.32E-05,-1.32E-05,357.55941,0.00105,-0.00105,0.5,0.012,-0.434,2.9385,0.0377,-0.0377,1074.9,16,-16,2.86,0.13,-0.24,748,74.13,12.28,-15.5,74,1,5074,83,-76,4.474,0.084,-0.03,0.863,0.039,-0.072,287.5932,44.17942,15.07
CONFIRMED,0,0,0,0,8.1280933,0.0001107,-0.0001107,358.68367,0.00963,-0.00963,0.357,0.106,-0.357,3.727,0.245,-0.245,224.1,22,-22,1.39,0.45,-0.14,875,138.51,137.59,-41.73,10.7,2,5831,184,-205,4.517,0.038,-0.212,0.921,0.301,-0.094,290.21518,41.77597,15.808
CANDIDATE,0,0,0,0,2.83668931,2.82E-05,-2.82E-05,353.81531,0.00636,-0.00636,0.33,0.13,-0.33,3.031,0.23,-0.23,166.1,15.7,-15.7,1.19,0.39,-0.12,1242,562.48,558.76,-169.45,12.1,3,5831,184,-205,4.517,0.038,-0.212,0.921,0.301,-0.094,290.21518,41.77597,15.808
CONFIRMED,0,0,0,0,0.974868896,7.66E-07,-7.66E-07,133.076265,0.000644,-0.000644,0.12,0.331,-0.12,1.6191,0.0233,-0.0233,197.6,2.9,-2.9,1.16,0.12,-0.06,1612,1605.87,524.72,-273.88,82.6,1,5487,98,-120,4.563,0.018,-0.102,0.832,0.093,-0.04,291.43329,41.703442,13.507
CONFIRMED,0,0,0,0,4.89721006,2.00E-05,-2.00E-05,133.39852,0.00331,-0.00331,0.66,0.001,-0.516,1.812,0.1,-0.1,274.4,19.5,-19.5,1.48,0.18,-0.18,904,157.93,67.81,-49.69,16.9,1,5093,168,-152,4.483,0.099,-0.121,0.847,0.102,-0.102,287.27264,41.635559,15.456
FALSE POSITIVE,0,1,0,0,2.757794163,7.05E-07,-7.05E-07,135.232863,0.000215,-0.000215,0.8,0.013,-0.009,2.7644,0.0187,-0.0187,39043,218,-218,20.05,5.85,-1.96,1231,542.43,474.71,-160.21,349.2,1,5747,170,-204,4.514,0.05,-0.188,0.891,0.26,-0.087,282.60336,44.28698,15.235
FALSE POSITIVE,0,0,1,1,1.914158508,1.51E-06,-1.51E-06,134.644919,0.000665,-0.000665,0.942,0.487,-0.035,3.2917,0.0461,-0.0461,7829.2,83.5,-83.5,13.63,4.73,-1.57,1646,1730.47,1771.72,-553.75,124.6,1,6289,174,-217,4.407,0.07,-0.224,1.118,0.388,-0.129,301.01672,44.233841,14.446
FALSE POSITIVE,0,1,1,0,0.643794198,6.29E-07,-6.29E-07,133.984483,0.000825,-0.000825,1.193,0.988,-0.016,1.5662,0.0466,-0.0466,456.7,10.1,-10.1,19.51,4.96,-1.55,2011,3852.91,2890.11,-963.37,53.7,1,5958,161,-179,4.561,0.042,-0.168,0.83,0.211,-0.066,292.35287,38.942471,15.103
CONFIRMED,0,0,0,0,16.08832318,8.78E-05,-8.78E-05,139.49184,0.00433,-0.00433,0.648,0.29,-0.43,5.731,0.143,-0.143,597.8,19.7,-19.7,3.42,0.58,-0.58,875,138.64,66.48,-50.36,31.3,1,6157,123,-123,4.224,0.149,-0.108,1.33,0.225,-0.225,292.47971,38.514919,15.319
CONFIRMED,0,0,0,0,35.6757453,0.0003529,-0.0003529,145.00717,0.00721,-0.00721,0.61,0.31,-0.39,7.381,0.234,-0.234,471.2,25.7,-25.7,3.02,0.51,-0.51,671,47.96,23,-17.42,18.5,2,6157,123,-123,4.224,0.149,-0.108,1.33,0.225,-0.225,292.47971,38.514919,15.319
FALSE POSITIVE,0,1,0,0,161.7883271,3.54E-05,-3.54E-05,214.039,0.000166,-0.000166,0.267,0.03,-0.055,5.31,0.0123,-0.0123,87750,154,-154,36.14,6.24,-3.63,375,4.68,2.07,-1.12,704.5,1,6018,72,-90,4.327,0.08,-0.12,1.212,0.209,-0.122,291.38269,37.07299,15.661
CONFIRMED,0,0,0,0,16.56806842,5.23E-05,-5.23E-05,146.15285,0.00231,-0.00231,0.164,0.279,-0.164,4.2647,0.0826,-0.0826,1331.4,35.3,-35.3,2.54,0.15,-0.11,548,21.27,4,-3.07,41.9,1,4987,80,-80,4.602,0.024,-0.038,0.716,0.04,-0.032,292.46976,37.567791,15.391
FALSE POSITIVE,0,0,1,0,0.856895349,1.49E-06,-1.49E-06,133.67521,0.00149,-0.00149,0.554,0.019,-0.478,1.3078,0.0502,-0.0502,82.2,3.1,-3.1,0.82,0.25,-0.07,1881,2960.82,2627.85,-788.31,33.1,1,6021,163,-163,4.537,0.037,-0.213,0.873,0.264,-0.083,291.07446,37.744389,13.098
CONFIRMED,0,0,0,0,40.8065333,0.0002083,-0.0002083,155.71586,0.00439,-0.00439,0.016,0.401,-0.016,13.135,0.125,-0.125,313.9,6.2,-6.2,3.71,0.62,-1,772,83.75,38.75,-42.76,54.8,1,6207,112,-125,3.963,0.195,-0.105,2.097,0.35,-0.569,292.04462,37.37624,13.038
CONFIRMED,0,0,0,0,2.46697039,6.30E-06,-6.30E-06,354.93093,0.00169,-0.00169,0.574,0.327,-0.353,1.6345,0.059,-0.059,308.7,12.2,-12.2,1.56,0.07,-0.13,1139,398.42,66.01,-83.31,29.5,2,5074,83,-76,4.474,0.084,-0.03,0.863,0.039,-0.072,287.5932,44.17942,15.07
CANDIDATE,0,0,0,0,2.624234833,3.89E-07,-3.89E-07,132.304988,0.000122,-0.000122,0.781,0.057,-0.39,1.3874,0.0316,-0.0316,2607,8.9,-8.9,5.11,0.6,-0.23,1164,434.31,151.68,-68.35,361.1,1,5340,106,-106,4.514,0.033,-0.104,0.899,0.105,-0.04,288.0383,50.651611,13.687
CONFIRMED,0,0,0,0,6.61836309,2.53E-05,-2.53E-05,360.36694,0.00263,-0.00263,0.043,0.387,-0.043,3.6813,0.0788,-0.0788,549.1,19.2,-19.2,2.98,0.49,-0.66,1066,304.65,134.51,-128.1,31.5,1,5529,83,-66,4.19,0.186,-0.108,1.294,0.214,-0.285,294.48438,44.166908,15.59
CONFIRMED,0,0,0,0,107.7214092,0.0008283,-0.0008283,354.19522,0.00552,-0.00552,0.003,0.418,-0.003,8.042,0.161,-0.161,1396.2,47.1,-47.1,4.75,0.79,-1.05,421,7.39,3.27,-3.11,30.5,2,5529,83,-66,4.19,0.186,-0.108,1.294,0.214,-0.285,294.48438,44.166908,15.59
FALSE POSITIVE,0,1,1,1,5.251916208,5.04E-06,-5.04E-06,357.321883,0.000683,-0.000683,1.256,0.154,-0.105,4.9095,0.0363,-0.0363,10624,87.5,-87.5,37.15,9.62,-3.84,952,194.17,156.16,-57.54,146.3,1,5542,182,-182,4.52,0.055,-0.165,0.872,0.226,-0.09,294.99734,44.321388,15.756
FALSE POSITIVE,1,0,1,1,100.3039228,0.0004708,-0.0004708,277.0607,0.00261,-0.00261,1.256,69.04,-0.111,8.702,0.207,-0.207,5450,116,-116,29.55,3.1,-2.53,313,2.26,0.85,-0.57,63.2,1,5055,153,-138,4.566,0.045,-0.06,0.772,0.081,-0.066,284.51962,44.453941,15.783
FALSE POSITIVE,1,0,1,0,0.986620248,1.50E-06,-1.50E-06,448.5959,0.00114,-0.00114,1.252,0.459,-0.159,3.9722,0.0502,-0.0502,1345.8,14,-14,43.98,12,-12.01,2308,6719.67,5609.21,-3684.95,117.7,1,6243,197,-241,4.176,0.246,-0.164,1.385,0.378,-0.378,301.40067,44.318039,15.022
CONFIRMED,0,0,0,0,14.12847677,6.65E-05,-6.65E-05,142.8971,0.0035,-0.0035,0.811,0.116,-0.571,3.685,0.119,-0.119,628.7,29.2,-29.2,2.73,0.44,-0.15,739,70.5,29.97,-11.14,23,2,5779,78,-86,4.477,0.032,-0.128,0.974,0.158,-0.053,293.56815,39.03632,15.368
CONFIRMED,0,0,0,0,8.39842977,5.66E-05,-5.66E-05,136.31152,0.00479,-0.00479,0.573,0.037,-0.462,6.344,0.143,-0.143,340.1,13.6,-13.6,2,0.64,-0.21,984,221.66,209.79,-68.29,28,1,6309,175,-219,4.441,0.067,-0.216,1.044,0.335,-0.112,290.0004,38.53989,15.291
CONFIRMED,0,0,0,0,8.63847391,3.52E-05,-3.52E-05,139.94684,0.0032,-0.0032,0.049,0.371,-0.048,5.4566,0.0903,-0.0903,395.9,11.8,-11.8,5.99,1.17,-2.19,1419,958.35,497.13,-591.88,38.6,1,5684,85,-76,3.657,0.3,-0.1,3.046,0.598,-1.111,295.97516,38.94664,14.507
CONFIRMED,0,0,0,0,140.10765,0.00187,-0.00187,216.21749,0.00975,-0.00975,0.019,0.367,-0.019,18.503,0.333,-0.333,266.8,9.6,-9.6,3.42,0.57,-0.93,511,16.17,7.48,-8.25,29,2,6207,112,-125,3.963,0.195,-0.105,2.097,0.35,-0.569,292.04462,37.37624,13.038
CONFIRMED,0,0,0,0,3.4815917,1.04E-05,-1.04E-05,132.98828,0.00232,-0.00232,0.076,0.378,-0.076,1.8069,0.0747,-0.0747,135.2,6.8,-6.8,1.17,0.14,-0.15,1156,421.61,157.19,-122.21,23.4,1,5405,108,-97,4.374,0.121,-0.088,1.022,0.129,-0.129,290.68225,37.35511,13.615
FALSE POSITIVE,0,1,0,0,8.360616221,4.43E-06,-4.43E-06,172.264978,0.000443,-0.000443,0.21,0.058,-0.117,7.5385,0.0314,-0.0314,28066,76.2,-76.2,40.35,6.93,-13.88,1263,601.6,278.33,-356.79,425.6,1,5463,87,-76,3.79,0.238,-0.085,2.445,0.42,-0.841,290.32791,37.726742,16.209
FALSE POSITIVE,0,1,1,1,1.838514968,2.73E-06,-2.73E-06,352.72266,0.00103,-0.00103,0.045,0.221,-0.045,2.7391,0.0315,-0.0315,2721.7,45.6,-45.6,4.86,1.44,-0.48,1426,974.1,854.11,-287.62,63.7,1,5751,160,-200,4.508,0.037,-0.213,0.94,0.279,-0.093,292.89935,37.656059,15.373
CONFIRMED,0,0,0,0,35.61760233,5.29E-05,-5.29E-05,197.03573,0.0011,-0.0011,0.009,0.228,-0.009,8.4559,0.0435,-0.0435,4634.9,34.2,-34.2,5.17,0.53,-0.59,456,10.19,3.91,-3,155,1,5123,168,-138,4.523,0.084,-0.063,0.779,0.08,-0.088,288.4165,41.0298,15.703
FALSE POSITIVE,0,0,1,1,1.09206833,1.92E-06,-1.92E-06,133.19403,0.00152,-0.00152,0.469,0.037,-0.469,1.8596,0.0585,-0.0585,219.2,6.1,-6.1,1.29,0.36,-0.11,1611,1588.89,1267.12,-425.97,45.5,1,5639,152,-169,4.551,0.033,-0.187,0.859,0.233,-0.078,295.51108,44.109261,14.495
CONFIRMED,0,0,0,0,10.12805158,2.98E-05,-2.98E-05,139.1159,0.00244,-0.00244,0.753,0.058,-0.515,3.517,0.0735,-0.0735,477.4,14.3,-14.3,1.95,0.24,-0.11,767,81.77,27.25,-12.78,38,1,5676,76,-84,4.548,0.033,-0.104,0.82,0.102,-0.044,290.5036,44.143581,14.743
FALSE POSITIVE,0,1,1,1,1.613001111,9.03E-06,-9.03E-06,178.52846,0.00496,-0.00496,0.448,0.02,-0.448,2.394,0.149,-0.149,104.1,6.6,-6.6,1.25,0.38,-0.35,1680,1878.1,1760.7,-1020.71,19.3,1,5580,182,-182,4.223,0.282,-0.188,1.205,0.368,-0.335,300.32898,44.151119,13.945
CONFIRMED,0,0,0,0,3.770551475,4.87E-06,-4.87E-06,357.11836,0.000904,-0.000904,0.053,0.212,-0.053,3.8077,0.038,-0.038,12440,144,-144,12.05,4.08,-1.35,1302,679.75,678.84,-228.09,100.8,1,6322,175,-263,4.426,0.056,-0.21,1.075,0.364,-0.121,291.27563,47.329491,15.439
FALSE POSITIVE,1,0,0,0,29.12436474,4.56E-05,-4.56E-05,142.16154,0.00108,-0.00108,1.181,66.79,-0.129,3.4209,0.0549,-0.0549,6496,126,-126,15.25,0.99,-1.46,356,3.81,0.99,-1.09,63.4,2,4457,121,-148,4.767,0.063,-0.027,0.481,0.031,-0.046,297.39066,47.255711,15.187
