koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
FALSE POSITIVE,0.844786082,134.216987,1.297,3.5289,2468.5,35.27,1864,2846.03
FALSE POSITIVE,0.848483947,133.585301,1.264,1.4451,1907.4,32.11,1908,3117.82
FALSE POSITIVE,11.99097576,143.28437,1.269,5.7401,2124.3,37.47,880,141.63
CONFIRMED,31.8841473,160.20696,0.938,6.122,910,3.7,563,23.82
CANDIDATE,16.15811112,143.00233,1.8572,6.049,2319.8,86.13,660,44.83
CONFIRMED,12.06222962,138.22229,0.392,2.0584,300.2,1.62,750,74.8
CONFIRMED,21.85362905,144.32031,0.676,3.439,355.6,1.75,618,34.57
CONFIRMED,8.19345065,138.99617,0.815,5.234,115.4,1.74,1144,405.75
FALSE POSITIVE,19.97867,137.17061,0.923,10.168,944.3,6.85,1351,788.02
FALSE POSITIVE,15.45158184,142.21096,0.636,2.406,85.3,2.02,1285,643.83
FALSE POSITIVE,89.69816853,176.3060152,0.684,5.5418,273110,102.08,554,22.33
CANDIDATE,1.187352427,133.465454,1.222,4.999,20703,67.35,2251,6067.3
CONFIRMED,4.77800306,124.061465,0.02,2.7361,473,1.85,932,177.79
FALSE POSITIVE,7.814839231,357.519981,0.945,3.0122,2010.3,5.33,903,156.74
FALSE POSITIVE,29.7452499,157.38519,0.941,22.695,778.9,3.6,557,22.74
CONFIRMED,5.32667299,357.12617,0.043,3.4045,611.4,2.26,1007,242.97
FALSE POSITIVE,2.988085455,133.27252,1.216,3.68,802.8,21.81,1101,348.05
FALSE POSITIVE,0.393727296,178.587454,1.228,3.02,903.5,23.05,2216,5746.51
CANDIDATE,8.17242644,361.20157,0.926,3.902,864.3,3.29,858,127.95
CONFIRMED,13.0607936,137.63148,0.718,3.215,236.6,1.45,734,68.66
CANDIDATE,4.2989201,132.86187,0.972,2.747,237.6,2.12,1046,283.62
FALSE POSITIVE,25.9518461,154.88212,1.22,14.581,1058.5,22.32,521,17.37
FALSE POSITIVE,25.9518536,154.88278,1.25,14.755,2017.9,24.6,494,14.09
FALSE POSITIVE,15.66388695,147.395712,0.985,2.4775,5144.4,27.36,1060,298.77
FALSE POSITIVE,4.020628573,133.638478,0.827,4.4085,20901,16.94,1232,543.92
CANDIDATE,5.714817603,355.00831,0.096,3.14126,12295,9.29,943,187.27
FALSE POSITIVE,2.897432135,450.75739,0.967,3.1793,1223.7,14.35,2170,5240
CONFIRMED,8.70420525,357.55941,0.5,2.9385,1074.9,2.86,748,74.13
CONFIRMED,8.1280933,358.68367,0.357,3.727,224.1,1.39,875,138.51
CANDIDATE,2.83668931,353.81531,0.33,3.031,166.1,1.19,1242,562.48
CONFIRMED,0.974868896,133.076265,0.12,1.6191,197.6,1.16,1612,1605.87
CONFIRMED,4.89721006,133.39852,0.66,1.812,274.4,1.48,904,157.93
FALSE POSITIVE,2.757794163,135.232863,0.8,2.7644,39043,20.05,1231,542.43
FALSE POSITIVE,1.914158508,134.644919,0.942,3.2917,7829.2,13.63,1646,1730.47
FALSE POSITIVE,0.643794198,133.984483,1.193,1.5662,456.7,19.51,2011,3852.91
CONFIRMED,16.08832318,139.49184,0.648,5.731,597.8,3.42,875,138.64
CONFIRMED,35.6757453,145.00717,0.61,7.381,471.2,3.02,671,47.96
FALSE POSITIVE,161.7883271,214.039,0.267,5.31,87750,36.14,375,4.68
CONFIRMED,16.56806842,146.15285,0.164,4.2647,1331.4,2.54,548,21.27
FALSE POSITIVE,0.856895349,133.67521,0.554,1.3078,82.2,0.82,1881,2960.82
CONFIRMED,40.8065333,155.71586,0.016,13.135,313.9,3.71,772,83.75
CONFIRMED,2.46697039,354.93093,0.574,1.6345,308.7,1.56,1139,398.42
CANDIDATE,2.624234833,132.304988,0.781,1.3874,2607,5.11,1164,434.31
CONFIRMED,6.61836309,360.36694,0.043,3.6813,549.1,2.98,1066,304.65
CONFIRMED,107.7214092,354.19522,0.003,8.042,1396.2,4.75,421,7.39
FALSE POSITIVE,5.251916208,357.321883,1.256,4.9095,10624,37.15,952,194.17
FALSE POSITIVE,100.3039228,277.0607,1.256,8.702,5450,29.55,313,2.26
FALSE POSITIVE,0.986620248,448.5959,1.252,3.9722,1345.8,43.98,2308,6719.67
CONFIRMED,14.12847677,142.8971,0.811,3.685,628.7,2.73,739,70.5
CONFIRMED,8.39842977,136.31152,0.573,6.344,340.1,2,984,221.66
CONFIRMED,8.63847391,139.94684,0.049,5.4566,395.9,5.99,1419,958.35
CONFIRMED,140.10765,216.21749,0.019,18.503,266.8,3.42,511,16.17
CONFIRMED,3.4815917,132.98828,0.076,1.8069,135.2,1.17,1156,421.61
FALSE POSITIVE,8.360616221,172.264978,0.21,7.5385,28066,40.35,1263,601.6
FALSE POSITIVE,1.838514968,352.72266,0.045,2.7391,2721.7,4.86,1426,974.1
CONFIRMED,35.61760233,197.03573,0.009,8.4559,4634.9,5.17,456,10.19
FALSE POSITIVE,1.09206833,133.19403,0.469,1.8596,219.2,1.29,1611,1588.89
CONFIRMED,10.12805158,139.1159,0.753,3.517,477.4,1.95,767,81.77
FALSE POSITIVE,1.613001111,178.52846,0.448,2.394,104.1,1.25,1680,1878.1
CONFIRMED,3.770551475,357.11836,0.053,3.8077,12440,12.05,1302,679.75
FALSE POSITIVE,29.12436474,142.16154,1.181,3.4209,6496,15.25,356,3.81
FALSE POSITIVE,31.82814583,366.704854,1.276,2.917,4456.8,35.8,564,23.97
FALSE POSITIVE,3.629442796,134.70066,0.97,5.63,426.6,3.28,1434,1001.35
FALSE POSITIVE,7.44042933,134.76331,0.968,2.991,547.3,2.74,883,144.12
CONFIRMED,6.581477136,174.787814,0.137,3.0896,2318.9,4.56,881,142.63
CONFIRMED,11.51517167,174.85855,0.311,2.006,1357.4,2.9,657,43.96
CONFIRMED,7.641567589,135.407564,0.027,3.41018,2269.7,4.91,899,154.25
FALSE POSITIVE,30.6113932,374.6216,1.264,3.576,3472,19.68,317,2.38
CONFIRMED,7.40742502,355.49652,0.03,3.675,442,2.01,938,183.15
FALSE POSITIVE,569.934135,248.94045,0.919,4.1904,18904,38.98,296,1.81
FALSE POSITIVE,5.09246539,357.53594,0.161,3.659,254,1.17,844,119.7
FALSE POSITIVE,1.103971357,354.58216,0.52,0.926,317.9,1.37,1471,1109.79
CONFIRMED,6.877446033,132.08426,0.79,1.3692,1632.3,2.05,484,12.95
CONFIRMED,42.89645024,146.0613,0.007,5.6897,555.3,2,448,9.54
FALSE POSITIVE,2.44199803,134.57095,0.856,2.759,251.7,1.44,1282,638.05
CANDIDATE,30.5872153,162.8842,0.013,5.3698,464.8,2.32,621,35.08
CONFIRMED,7.09712124,136.34514,0.05,2.1059,369.5,0.74,425,7.73
FALSE POSITIVE,2.6827683,134.25535,0.769,2.957,79.8,1.19,1551,1366.57
CONFIRMED,3.601465336,171.99184,0.021,2.2753,777.7,2.31,996,232.65
CANDIDATE,3.108251172,170.244566,0.9,2.5048,1867.7,4.43,1096,340.69
CANDIDATE,40.715561,146.36485,0.008,6.894,680.9,2.7,578,26.34
FALSE POSITIVE,20.42720701,176.71737,0.956,3.447,1273,4.42,674,48.72
FALSE POSITIVE,6.198273591,183.3731434,0.343,7.53837,47303,19.81,985,222.23
FALSE POSITIVE,1.023471798,354.8182,0.974,2.3499,861.4,3.78,1727,2103.09
CONFIRMED,17.31711739,142.36094,0.684,3.1518,1473,2.04,454,10.07
CONFIRMED,9.42889884,140.1046,0.011,4.4481,565.4,4.39,1163,432.9
FALSE POSITIVE,1.096583368,133.61436,0.421,2.1188,308.5,1.35,1474,1119.9
CANDIDATE,6.50327035,135.26657,0.08,2.591,418.3,1.67,804,98.81
CANDIDATE,4.09667624,133.09833,0.142,2.19,302.3,1.42,938,182.9
CONFIRMED,1.196548464,132.53363,0.332,1.2592,224.6,1.25,1414,945.12
CONFIRMED,25.2630467,134.18397,0.743,6.22,125.5,1.71,756,77.24
CONFIRMED,0.677374687,133.94573,0.132,1.8361,76.7,0.9,2099,4572.56
CONFIRMED,7.41084314,135.75425,0.064,3.245,124.1,0.94,850,123.4
CONFIRMED,24.58716355,173.70572,0.648,3.984,907.5,2.37,530,18.72
CONFIRMED,12.53248222,170.76535,0.668,4.0168,1145.9,3.24,775,85.15
CONFIRMED,13.19720694,171.545479,0.568,3.4872,2141.4,4.18,642,40.03
CONFIRMED,14.85890852,128.154869,0.255,3.5252,3269,5.94,720,63.52
FALSE POSITIVE,2.866680334,134.066374,0.968,1.1264,712.4,2.93,1045,282.64
CONFIRMED,17.44486016,141.6802,0.871,4.445,826.9,3.24,679,50.32
FALSE POSITIVE,8.30697421,137.08254,1.151,2.76,158.7,37.99,1246,570.93
CANDIDATE,22.65117451,140.337593,0.925,3.6895,2250,7.62,855,126.57
FALSE POSITIVE,1.204274435,134.05838,0.528,1.3362,185.8,1.19,1564,1413.91
CANDIDATE,7.71790675,139.15725,0.112,1.84,306.8,0.9,502,15.01
CONFIRMED,27.6652847,144.8714,0.004,6.633,469.2,2.21,641,39.94
FALSE POSITIVE,0.948950734,134.368152,1.246,4.0245,2133,36.87,2103,4636.91
CONFIRMED,14.55730897,145.095012,0.036,7.7643,956.9,4.32,879,141
FALSE POSITIVE,0.635069939,134.0209283,1.25,2.07171,33117,57.77,2351,7193.72
CANDIDATE,6.810823723,136.04667,0.57,7.98574,14447,26.06,1626,1656.16
FALSE POSITIVE,0.933746515,133.387415,1.262,6.6522,2936.6,25.54,1508,1222.25
FALSE POSITIVE,1.872421727,134.366162,0.917,1.5261,3018.9,5.65,1298,672.92
CONFIRMED,33.6528474,147.8025,0.567,3.9616,1140.8,3.05,470,11.5
CONFIRMED,5.90127815,171.40674,0.03,2.1979,1525.2,1.94,514,16.54
CONFIRMED,8.75209691,170.63671,0.017,2.3742,1367.6,1.83,451,9.76
CONFIRMED,22.78078241,155.20408,0.008,3.3002,1925.1,2.17,328,2.73
CONFIRMED,0.742957911,133.27936,0.162,0.6688,843.3,1.47,1026,262.51
FALSE POSITIVE,54.35635067,164.070221,1.142,6.4345,10510,38.81,566,24.18
FALSE POSITIVE,0.54624855,178.5614,1.215,2.0543,639.7,18.93,1837,2677.36
CONFIRMED,18.82744023,196.19088,0.025,4.664,1006.2,2.7,632,37.82
FALSE POSITIVE,8.4120069,139.64745,0.022,3.923,819.6,1.71,590,28.69
CONFIRMED,5.747711909,133.29939,0.575,1.8923,820.1,1.86,641,40.07
CONFIRMED,86.67856052,175.597013,0.291,10.1289,8244.1,9.83,434,8.41
FALSE POSITIVE,8.387210055,138.903759,1.284,1.6477,4952,72.52,1211,509.55
FALSE POSITIVE,15.2384539,369.56902,0.74,19.292,7019,9.84,829,111.67
FALSE POSITIVE,6.47179275,356.38477,0.014,6.788,402.5,2.08,1075,316
CANDIDATE,64.617518,166.14425,0.9,5.796,2486.6,5.4,383,5.09
CONFIRMED,13.21409607,140.58492,0.812,3.5641,1154.8,2.77,629,36.95
CONFIRMED,3.584101048,170.427829,0.045,2.7316,2608.1,4.66,1131,386.66
CONFIRMED,1.763587535,120.5659254,0.512,3.16877,4590.6,21.42,3559,37958.27
CONFIRMED,5.014234733,133.174289,0.066,4.589,6536,10.63,1308,692.13
CONFIRMED,8.11528727,174.52257,0.916,3.211,834.9,3.1,879,140.92
CONFIRMED,36.9250409,174.22246,0.838,4.9381,902,3.01,530,18.7
FALSE POSITIVE,37.4783492,157.31713,1.161,5.317,1467.9,10.05,262,1.12
FALSE POSITIVE,8.09695764,140.74216,1.165,3.319,283.5,34,1197,484.58
CONFIRMED,14.5598556,135.95038,0.026,5.624,290.6,1.64,758,78.26
FALSE POSITIVE,0.528755447,133.38227,1.204,5.714,408.5,47.75,3271,27241.45
CONFIRMED,6.10027621,135.58656,0.015,4.7476,766.6,2.59,990,227.15
CANDIDATE,51.59809554,203.979914,0.251,2.0153,5869.2,6.57,449,9.61
CONFIRMED,8.408878137,134.006366,0.018,3.4967,798.9,2.28,809,101.22
CONFIRMED,10.93725572,136.98549,0.866,3.0822,421.6,2.41,777,86.28
CONFIRMED,2.97136658,134.38662,0.349,2.716,233.3,1.52,1200,490.13
CONFIRMED,158.6850022,173.94993,0.034,11.5372,898.3,3.08,350,3.53
CONFIRMED,7.03902016,175.73059,0.015,3.8633,529.8,2.45,1051,288.92
CANDIDATE,21.76129812,166.540438,0.123,1.243,1300.7,2.53,486,13.18
CANDIDATE,12.71379418,175.0725677,0.485,2.44093,36719,2.31,181,0.26
FALSE POSITIVE,15.80110003,177.1533515,0.512,6.37505,37545,15.61,614,33.6
FALSE POSITIVE,1.739428983,354.889074,4.246,2.4894,5897.4,268.65,1268,612.49
FALSE POSITIVE,1.217266418,133.328666,0.878,3.3208,5811.5,14.49,2378,7548.29
FALSE POSITIVE,19.56309252,134.3548284,0.842,6.9547,12992,23.76,965,205.39
FALSE POSITIVE,3.7228551,179.30315,0.911,12.8164,2969.2,5.67,1118,368.33
FALSE POSITIVE,48.93786896,140.76639,0.981,6.5868,7240.1,24.19,764,80.37
FALSE POSITIVE,5.48990788,134.10438,1.199,4.02,598.9,23.6,1039,275.65
CONFIRMED,161.5278347,198.00137,0,3.6734,4653.6,8.19,366,4.25
FALSE POSITIVE,0.73093905,355.90306,0.018,2.8437,451.1,1.45,1488,1159.62
CONFIRMED,8.01500821,134.8277,0.645,3.0137,363,2,865,132.46
FALSE POSITIVE,0.933749941,133.38422,1.225,6.606,415.3,12.93,919,168.44
CANDIDATE,7.053934488,136.357253,0.899,1.7244,511.5,2.36,840,117.33
CONFIRMED,4.29263699,134.80018,0.454,2.7,61.4,0.68,991,227.69
CANDIDATE,7.6746614,133.22431,0.939,1.9374,503,2.8,957,198.67
CONFIRMED,1.213770423,170.483645,0.83,0.5532,1821,0.78,525,18.03
CONFIRMED,0.453287416,133.869741,0.81,0.4445,1461.5,0.76,729,66.14
FALSE POSITIVE,10.81013273,132.95157,0.948,4.4618,6165.2,13.95,985,222.68
FALSE POSITIVE,7.047103499,175.03337,1.047,3.3208,71318,51.86,955,196.62
FALSE POSITIVE,1.073917869,177.924088,1.266,2.4305,1926.6,33.01,1794,2450.63
FALSE POSITIVE,4.206096814,136.44854,1.239,10.7381,1298.1,32.66,1252,581.11
FALSE POSITIVE,2.227718792,134.452638,1.04,4.9699,1039,8.88,1400,906.46
FALSE POSITIVE,0.591914504,355.353791,1.344,1.0225,1057.7,27.21,1646,1746.78
CONFIRMED,36.7704935,164.29112,0.545,4.42,1346.6,2.83,437,8.6
CONFIRMED,14.58932429,141.93498,0.694,2.4184,831.3,2.32,594,29.53
CANDIDATE,0.764017553,132.2214,0.442,1.103,128.2,0.86,1589,1503.79
CONFIRMED,59.8780258,151.1847,0.004,4.8027,1419.1,2.19,273,1.31
CANDIDATE,20.51360192,357.49424,0.703,3.4769,1174.1,2.58,540,20.15
CONFIRMED,74.92768653,124.99266,0.796,4.74,4119.2,6.39,409,6.62
CANDIDATE,150.0189511,224.685714,1.252,4.3823,4319.7,32.6,325,2.62
CONFIRMED,2.613020421,133.11283,0.891,1.9588,599.7,1.5,713,61.24
CONFIRMED,0.927859786,133.905978,0.795,1.4279,515.3,1.79,1361,813.3
CANDIDATE,205.912735,252.74129,0.196,9.992,2378.8,4.68,298,1.85
CONFIRMED,7.10695741,138.32271,0.079,5.1462,131,1.72,1157,422.8
CANDIDATE,0.783276173,355.94865,0.041,1.6735,264.7,1.98,2149,5056.88
CONFIRMED,2.1395563,133.65392,0.368,2.0678,266.1,1.76,1425,974.3
CONFIRMED,4.807103254,134.640371,0.94,0.9393,450.5,2.96,1088,330.84
CONFIRMED,10.5007712,135.6479,0.034,14.522,183.4,5.68,1378,852.28
CONFIRMED,2.633852528,134.56431,0.204,2.0206,259.8,1.38,1131,387.43
CONFIRMED,6.18670882,136.63308,0.013,2.909,202.6,1.21,851,123.96
CONFIRMED,1.796320953,133.33662,0.015,1.9139,210.9,1.2,1367,827.82
CONFIRMED,5.9142668,133.49193,0.04,2.661,253.2,1.31,919,168.51
CONFIRMED,14.00640392,142.20885,0.568,4.6919,716.4,3.11,807,100.09
CONFIRMED,3.546531809,134.90127,0.633,2.2746,442.7,2.18,1212,510.26
CONFIRMED,5.70070626,132.69229,0.664,1.6408,379.8,2.03,1035,270.62
CONFIRMED,20.8341497,186.03921,0.269,4.522,803.1,2.26,563,23.82
CONFIRMED,7.0556584,181.91205,0.301,3.0479,705.6,2.13,808,100.88
CONFIRMED,10.47548084,152.64165,0.664,2.3024,1070.7,2.11,540,20.15
CONFIRMED,22.92886314,143.86271,0.805,2.0831,908.9,2.08,416,7.09
CONFIRMED,77.4740991,184.24533,0.758,4.168,1543.6,2.63,277,1.4
CANDIDATE,345.1589354,318.307719,0.87,7.5646,5087.9,7.79,241,0.8
CONFIRMED,6.88595222,138.40761,0.953,4.148,428.5,2.68,946,189.35
CANDIDATE,99.6442783,283.236289,0.966,5.1772,3215.6,8.48,415,6.98
FALSE POSITIVE,3.125814002,356.41184,0.506,1.7895,238.8,1.88,1460,1073.04
FALSE POSITIVE,10.80487163,134.09498,0.207,2.7215,292.7,1.71,857,127.84
CONFIRMED,29.2214959,139.32807,0.779,4.014,394,1.81,539,20.03
CONFIRMED,44.8520997,172.46196,0.807,3.5729,780.8,3.35,513,16.35
CONFIRMED,20.34237838,137.6952,0.826,2.3351,564.6,2.88,667,46.93
CONFIRMED,118.3786735,287.28744,0.011,9.5574,1083.3,3.4,376,4.75
CONFIRMED,23.58444746,145.95798,0.711,5.5545,429.2,3,730,66.96
CONFIRMED,3.71545593,169.78318,0.327,2.558,331.7,1.46,1001,237.42
CONFIRMED,19.25404023,164.78424,0.548,4.6509,987.7,3.04,657,44.17
CONFIRMED,15.0549356,144.575,0.321,4.801,256.4,1.6,729,66.72
CONFIRMED,2.92721119,133.82725,0.043,2.545,170.2,1.29,1258,593.23
CONFIRMED,38.2856338,143.2984,0.115,6.512,322.8,1.77,534,19.24
CONFIRMED,2.343230566,133.20732,0.047,2.0424,246.5,1.18,1054,292.31
FALSE POSITIVE,2.73987398,134.5503077,0.703,4.15886,20632,34.83,2113,4705.3
FALSE POSITIVE,85.34092607,386.211642,12.773,10.6141,51746,1177.65,409,6.61
FALSE POSITIVE,0.782045734,134.0214,1.244,1.7945,16185,45.05,2070,4332.1
FALSE POSITIVE,0.576078683,134.107265,1.113,1.63253,10085,23.23,1982,3647.63
CONFIRMED,10.1171684,137.44489,0.296,4.6677,288.7,3.07,1163,433.41
CONFIRMED,19.12947603,139.4353,0.861,3.9622,451.2,4.23,817,105.25
CONFIRMED,6.1469956,135.07385,0.083,3.3153,249.6,2.04,1164,433.72
CONFIRMED,54.1558384,172.36559,0.927,4.432,1109.8,3.88,466,11.12
CONFIRMED,3.548465446,122.9014315,0.075,4.56904,7251.5,14.92,1640,1708.28
CONFIRMED,0.567856484,134.063088,0.324,1.0258,334.8,1.55,1848,2760.23
FALSE POSITIVE,251.0597249,230.027745,1.264,5.1095,7419.8,44.2,301,1.93
CONFIRMED,40.7150498,146.56647,0.638,8.587,563.9,2.2,516,16.76
CONFIRMED,2.508553286,135.0112,0.009,2.2664,211.6,1.28,1278,629.8
CONFIRMED,13.75129636,144.61389,0.359,3.853,348.5,1.66,725,65.24
FALSE POSITIVE,0.885747456,134.486834,1.205,4.4788,895.2,269.98,4958,142553.16
CONFIRMED,8.041347775,143.038292,0.26,2.6332,591,1.29,507,15.59
FALSE POSITIVE,78.9257421,429.37454,0.359,7.5193,17972,11.9,398,5.94
FALSE POSITIVE,9.991625291,137.447816,1.256,3.8552,3450.5,38.93,907,160.14
CANDIDATE,6.84639884,133.76181,0.9,3.4919,149.7,1.9,1132,387.84
CONFIRMED,10.30401132,138.50377,0.017,4.2246,316.1,1.84,849,122.98
FALSE POSITIVE,2.171827838,355.083686,1.323,3.2205,42086,58.56,1311,698.31
CANDIDATE,3.016182013,133.88395,0.732,2.8349,222.5,2.25,1449,1044.49
CONFIRMED,6.8833761,135.26522,0.075,2.2702,458.4,1.69,857,127.67
FALSE POSITIVE,0.833980196,133.68304,0.547,1.756,261.2,1.45,1816,2562.78
FALSE POSITIVE,1.926353494,133.68077,0.767,2.5305,185.1,1.33,1484,1146.34
FALSE POSITIVE,0.890737359,134.56707,1.146,1.9257,195.8,20.57,2022,3948.43
CONFIRMED,394.6249514,177.84534,0.336,24.108,2013.3,7.79,325,2.65
CONFIRMED,7.19304935,136.05065,0.017,3.407,255.3,1.59,995,232.36
FALSE POSITIVE,1.506507172,178.18515,1.226,4.5346,880.9,13.4,801,97.56
FALSE POSITIVE,1.634614356,133.96855,1.229,3.4422,19762,44.22,1611,1597.73
FALSE POSITIVE,16.02501898,367.693328,13.239,3.8828,29090,1069.01,657,44.01
CONFIRMED,10.50682978,360.082152,0.407,3.7769,13356,9.01,668,47.21
FALSE POSITIVE,17.72724392,356.795528,0.825,4.1073,16878,14.77,741,71.06
CANDIDATE,321.2124365,206.930556,0.873,4.012,2358.6,7.25,310,2.17
FALSE POSITIVE,7.13895376,184.24569,1.199,4.568,254.2,49.96,1622,1635
FALSE POSITIVE,4.4645454,132.31538,0.808,2.8823,194.3,3.07,1601,1555.36
FALSE POSITIVE,19.30112039,133.35614,0.862,6.0752,232.3,1.66,669,47.49
FALSE POSITIVE,1.20320092,133.929836,1.274,1.9197,2807.1,49.25,2124,4809.16
CONFIRMED,5.968724048,137.158607,0.166,3.651,510.6,3.26,1251,579.9
FALSE POSITIVE,10.9802462,137.1376073,0.733,3.74464,50078,21.94,821,107.47
CONFIRMED,2.144632238,133.984128,1.228,6.2701,19837,59.19,1736,2146.82
FALSE POSITIVE,27.32204488,159.7472774,0.257,5.6716,77474,21.58,531,18.81
CONFIRMED,133.460999,216.04334,0.249,11.4997,5032.9,11.21,433,8.29
CANDIDATE,15.19423359,142.73422,0.906,3.106,367.8,3.69,893,150.25
FALSE POSITIVE,14.17098745,359.82956,0.041,3.4804,3070.8,4.19,608,32.22
CONFIRMED,3.990105908,355.840837,0.582,2.4108,6154.9,7.45,1124,378.53
FALSE POSITIVE,0.52205862,133.138446,1.24,2.0847,1381.3,27.16,2022,3951.57
CONFIRMED,10.03538181,137.471481,0.079,3.4062,2829.7,4.42,786,90.33
FALSE POSITIVE,5.80181368,137.57807,0.967,4.119,269.6,4.52,1491,1168.82
FALSE POSITIVE,15.6402515,359.07991,1.167,6.222,800.3,18.11,640,39.55
FALSE POSITIVE,0.691666384,135.94927,0.552,1.9603,35.6,0.58,2031,4014.57
CONFIRMED,5.62154315,136.89013,0.742,2.4143,172.3,1.37,992,229.04
FALSE POSITIVE,1.074106954,133.84323,0.122,1.9797,64.5,0.52,1255,588.96
FALSE POSITIVE,5.117401517,134.586518,0.683,4.3056,62929,28.41,1130,385.51
CONFIRMED,8.50698069,134.64421,0.816,2.938,295.5,1.9,900,155.42
FALSE POSITIVE,15.60865244,144.29934,0.985,6.26,311.4,6.17,1419,958.55
CONFIRMED,0.669310092,134.131388,0.157,1.6274,131.8,1.13,1983,3643.96
FALSE POSITIVE,4.494498254,134.77583,1.149,1.9742,248.2,62.11,1667,1824.84
FALSE POSITIVE,1.061934816,133.84801,1.25,3.2551,437.2,25.72,1660,1789.63
CONFIRMED,11.41926141,137.66894,0.242,3.9908,915.6,1.48,419,7.32
FALSE POSITIVE,5.93821065,136.52839,1.646,2.5128,522.5,61.63,996,231.93
FALSE POSITIVE,0.655001616,133.176794,1.121,1.8136,271.2,31.77,3162,23595.49
FALSE POSITIVE,8.65306587,134.30886,1.222,4.486,1048.1,19.78,633,37.94
FALSE POSITIVE,3.221785738,136.141517,0.777,3.3411,46379,25.03,1357,800.37
FALSE POSITIVE,0.6243875,133.0436541,1.157,1.92102,36855,29.45,1639,1693.36
FALSE POSITIVE,18.61009258,139.0850449,1.258,4.98308,50834,55.23,686,52.24
CONFIRMED,13.22175358,139.570627,0.451,2.7884,876.5,2.38,640,39.56
FALSE POSITIVE,1.137525054,133.805565,1.238,2.68228,18006,42.74,1746,2197.52
CONFIRMED,7.16893064,135.67854,0.573,4.6766,112.8,1.61,1187,469.56
FALSE POSITIVE,1.22775877,133.78679,1.111,2.7545,46148,48.79,1859,2809.86
FALSE POSITIVE,40.24649897,161.306577,0.877,6.0203,159410,97.54,768,82.27
FALSE POSITIVE,2.27999662,133.640649,0.739,5.7777,12831,20.74,2000,3775.07
CONFIRMED,5.729317577,138.559971,0.597,1.1816,865.4,2.41,850,123.03
CONFIRMED,11.60908533,133.99324,0.03,2.2603,489.3,1.71,671,48.06
CANDIDATE,162.0479502,278.880573,0.663,9.8974,4840.5,11.52,437,8.65
CONFIRMED,40.05881661,169.91063,0.819,5.595,1239.4,3.43,489,13.57
CONFIRMED,6.09747233,354.05919,0.012,3.431,217.6,2.22,1197,485.84
CONFIRMED,56.637918,135.51975,0.298,6.172,589.7,3.68,570,24.87
FALSE POSITIVE,2.243016513,133.45086,0.737,2.721,299.6,1.37,1167,438.46
FALSE POSITIVE,8.6531216,134.30147,1.214,4.39,654.8,22.58,772,84.05
CONFIRMED,8.99088621,136.73923,0.77,4.2447,469.7,2.78,960,200.35
FALSE POSITIVE,34.06456641,150.452048,0.524,9.6114,28450,15.57,570,25
FALSE POSITIVE,1.744101106,134.50867,0.618,1.5497,9681.4,7.21,1016,251.54
FALSE POSITIVE,7.981187121,133.802114,1.036,1.8071,7609.5,18.75,966,205.88
FALSE POSITIVE,4.118775582,357.261244,0.754,3.76,2647.7,4.48,1067,306.75
CANDIDATE,1.694740233,355.357543,0.671,1.6864,1446.8,2.12,797,95.14
FALSE POSITIVE,0.971933156,133.853925,1.42,1.9265,4786,50.75,1754,2240.48
FALSE POSITIVE,121.5991278,137.27469,5.011,15.1596,10537,379.63,358,3.87
FALSE POSITIVE,15.06806077,363.549714,0.88,3.3011,19387,16.43,742,71.78
CONFIRMED,7.886632468,360.514132,0.048,5.2147,6331.2,8.99,996,232.07
CONFIRMED,8.027681123,360.171355,0.495,3.0942,8725.4,8.43,824,109.35
CONFIRMED,50.28635977,167.63351,0.018,6.3212,1119.3,3.88,543,20.59
CANDIDATE,22.79020351,138.68515,0.036,5.0394,617.9,2.57,634,38.27
CANDIDATE,13.26079792,139.0988,0.22,3.912,199.4,1.47,760,78.79
FALSE POSITIVE,1.061932545,133.850441,0.713,2.1429,133.6,2.29,2508,9391.15
CONFIRMED,127.8334997,293.41845,0.416,10.914,1829.9,9.46,554,22.21
CONFIRMED,15.573637,132.44282,0.946,5.326,468.1,2.94,799,96.38
CONFIRMED,40.1015561,132.71244,0.868,5.246,550,2.92,583,27.31
FALSE POSITIVE,5.663621501,133.89009,0.169,1.2968,1225,2.47,774,84.76
CANDIDATE,6.230335,181.29566,0.808,1.6493,1449.2,3.7,875,138.33
CONFIRMED,6.62643441,183.98789,0.111,3.1752,814.6,2.54,895,151.59
CONFIRMED,3.70122061,180.27172,0.178,2.523,327.4,1.62,1087,330.02
CANDIDATE,6.247030799,356.90972,0.039,1.4848,1496.6,1.89,512,16.23
CONFIRMED,14.55387488,134.11669,0.955,6.973,319.7,3.45,939,183.48
FALSE POSITIVE,0.895277575,133.411986,0.928,2.711,534.5,9.27,4253,77480.31
CONFIRMED,81.0637895,139.53492,0.584,3.001,476,3.01,511,16.12
CONFIRMED,24.8056775,145.07526,0.007,6.148,624.4,2.16,588,28.22
CONFIRMED,44.3471936,161.31738,0.273,6.43,791.7,2.45,484,13
CONFIRMED,9.2207691,138.0072,0.037,4.907,140,1.02,817,105.63
CONFIRMED,13.6396648,141.7301,0.105,5.425,162.7,1.1,717,62.6
CONFIRMED,3.02168007,133.47243,0.349,2.8264,171.9,1.31,1332,744.35
CONFIRMED,3.222975318,178.0701,0.33,2.9247,232.7,1.47,1239,558.65
