koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
FALSE POSITIVE,0,1,0,0,10.32803571,3.76E-06,-3.76E-06,174.581054,0.000306,-0.000306,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,16918,31.8,-31.8,13.28,3.64,-2.41,843,119.31,98.49,-48.58,636.8,1,5627,169,-169,4.359,0.18,-0.18,1.024,0.28,-0.186,287.69675,38.886452,15.646
CONFIRMED,0,0,0,0,6.164876,4.64E-05,-4.64E-05,135.63916,0.00661,-0.00661,0.646,0.323,-0.43,3.262,0.186,-0.186,55.8,4.3,-4.3,0.79,0.13,-0.08,1021,256.35,109.03,-65.57,14.4,3,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
CONFIRMED,0,0,0,0,60.32494216,3.21E-05,-3.21E-05,243.892578,0.000423,-0.000423,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,20280,64,-64,12.19,1.11,-0.52,411,6.77,1.89,-1.09,347.2,1,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
FALSE POSITIVE,0,0,1,1,1.540397253,2.70E-06,-2.70E-06,170.50479,0.0015,-0.0015,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,816.1,25.7,-25.7,25.69,7.44,-2.33,1470,1105.68,965.56,-306.98,38.8,1,5663,171,-188,4.53,0.036,-0.204,0.915,0.265,-0.083,286.92639,38.921631,15.974
FALSE POSITIVE,0,0,1,1,2.99025443,1.17E-05,-1.17E-05,171.9834,0.00309,-0.00309,0.014,0.334,-0.014,5.414,0.113,-0.113,589.2,14.1,-14.1,1.7,0.1,-0.15,918,168.45,43.55,-45.45,48.5,1,4667,140,-154,4.578,0.048,-0.028,0.731,0.042,-0.063,287.74881,38.92955,15.842
CONFIRMED,0,0,0,0,1.594745374,1.13E-07,-1.13E-07,170.6483505,5.79E-05,-5.79E-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,15044,20.3,-20.3,11.3,3.09,-1.33,1539,1329.42,1067.75,-412.98,1009.3,1,5934,160,-178,4.491,0.065,-0.195,0.893,0.244,-0.105,285.21381,39.027481,15.53
CANDIDATE,0,0,0,0,4.783002698,5.43E-06,-5.43E-06,170.508434,0.000943,-0.000943,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1008.7,16.6,-16.6,2.5,0.34,-0.19,886,145.48,66.39,-35.12,70.6,1,5170,155,-155,4.574,0.026,-0.097,0.807,0.111,-0.06,287.09399,39.060719,15.119
CONFIRMED,0,0,0,0,3.340218842,3.18E-06,-3.18E-06,171.979062,0.00075,-0.00075,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1632.6,26.6,-26.6,2.03,0.13,-0.17,656,43.73,9.67,-9.92,71.6,1,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
FALSE POSITIVE,0,1,1,0,2.507089906,2.40E-06,-2.40E-06,171.002455,0.000835,-0.000835,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1339.2,24.7,-24.7,30.26,9.57,-3.19,1326,730.47,699.82,-230.11,64.9,1,5926,184,-226,4.506,0.054,-0.216,0.939,0.297,-0.099,295.37805,40.493401,15.555
CONFIRMED,0,0,0,0,18.64932728,5.20E-05,-5.20E-05,174.771,0.00224,-0.00224,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,893.6,20.9,-20.9,3.12,0.47,-0.28,701,57.13,22.99,-12.26,46.1,1,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
CONFIRMED,0,0,0,0,9.75192101,4.83E-05,-4.83E-05,138.78608,0.0036,-0.0036,0.949,0.028,-0.673,4.793,0.181,-0.181,418,16.2,-16.2,2.76,0.43,-0.24,870,135.66,54.6,-29.09,28.5,3,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
CONFIRMED,0,0,0,0,38.5576546,0.0001765,-0.0001765,163.85063,0.00407,-0.00407,0.911,0.025,-0.663,5.794,0.199,-0.199,993,26.8,-26.8,4.02,0.62,-0.36,550,21.71,8.73,-4.66,39.7,2,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
CONFIRMED,0,0,0,0,3.525632539,1.50E-07,-1.50E-07,170.0479951,3.33E-05,-3.33E-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,22335,13.1,-13.1,11.58,0.9,-0.48,975,213.12,50.79,-29.54,1996.7,1,5150,82,-82,4.572,0.02,-0.064,0.793,0.062,-0.033,290.58173,40.5774,15.224
CONFIRMED,0,0,0,0,7.748094239,7.55E-06,-7.55E-06,174.997206,0.000765,-0.000765,0.517,0.237,-0.325,3.5957,0.043,-0.043,2472.1,25.7,-25.7,5.52,1.7,-0.56,964,204.39,186.49,-63.82,113.2,1,5973,169,-232,4.439,0.052,-0.221,1.085,0.334,-0.111,294.4899,39.771439,15.67
CONFIRMED,0,0,0,0,8.11437482,1.09E-05,-1.09E-05,176.33968,0.00107,-0.00107,0.573,0,-0.468,2.2736,0.0447,-0.0447,1558,32,-32,2.1,0.14,-0.16,460,10.55,2.46,-2.31,56.4,1,3692,73,-83,4.753,0.032,-0.039,0.517,0.035,-0.039,288.81201,40.033401,15.877
FALSE POSITIVE,0,1,0,0,38.03672948,3.48E-06,-3.48E-06,196.934947,7.16E-05,-7.16E-05,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,82872,83.3,-83.3,27.5,5.28,-2.27,500,14.81,8.85,-3.91,1300,1,5575,166,-183,4.521,0.038,-0.152,0.932,0.179,-0.077,294.14789,40.055538,15.472
FALSE POSITIVE,0,1,0,0,4.64090031,1.49E-05,-1.49E-05,173.64638,0.00261,-0.00261,1.28,0.098,-0.07,35.512,0.274,-0.274,2450.6,11.7,-11.7,30.09,5.79,-3.14,1155,421.08,257.38,-124,296.9,1,6463,205,-205,4.5,0.087,-0.163,0.826,0.159,-0.086,295.11371,40.071171,15.27
CONFIRMED,0,0,0,0,14.74914825,2.17E-05,-2.17E-05,138.77799,0.00118,-0.00118,0.173,0.262,-0.173,6.0995,0.044,-0.044,430.2,4.2,-4.2,2.89,0.13,-0.1,874,137.91,19.38,-15.39,107.4,1,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
CONFIRMED,0,0,0,0,21.81295996,7.23E-05,-7.23E-05,174.01085,0.00261,-0.00261,0.053,0.394,-0.053,4.3791,0.091,-0.091,1175.4,35.8,-35.8,3.38,0.91,-0.49,639,39.33,31.88,-13.85,37.8,1,5601,166,-166,4.41,0.116,-0.188,0.999,0.269,-0.145,294.77686,40.15374,15.54
CONFIRMED,0,0,0,0,15.37562369,1.02E-05,-1.02E-05,173.61402,0.000608,-0.000608,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,15337,114,-114,11.01,0.44,-0.82,600,30.54,4.61,-5.99,166,1,4986,79,-79,4.496,0.075,-0.025,0.833,0.033,-0.062,283.25354,40.358189,16.422
CONFIRMED,0,0,0,0,8.10363271,2.03E-05,-2.03E-05,176.9486,0.00205,-0.00205,0.047,0.409,-0.047,3.161,0.0635,-0.0635,887.9,24.5,-24.5,2.11,0.18,-0.2,687,52.82,16.3,-14.35,39.3,1,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
CONFIRMED,0,0,0,0,4.71510843,1.94E-05,-1.94E-05,134.96178,0.00324,-0.00324,0.258,0.195,-0.258,2.506,0.103,-0.103,417.5,22,-22,1.46,0.12,-0.14,823,108.84,33.58,-29.57,21.3,2,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
CONFIRMED,0,0,0,0,6.365839713,8.06E-06,-8.06E-06,171.13575,0.001,-0.001,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,780.7,13.1,-13.1,2.44,0.6,-0.21,914,165.33,121.73,-40.81,70.8,1,5776,155,-155,4.554,0.042,-0.168,0.849,0.212,-0.071,291.14951,40.420521,15.09
CONFIRMED,0,0,0,0,3.04033046,3.37E-07,-3.37E-07,169.9490106,8.86E-05,-8.86E-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,10859,25.8,-25.8,8.99,0.8,-0.99,1021,257.29,86.59,-76.86,568.2,1,5035,151,-151,4.519,0.084,-0.063,0.791,0.071,-0.087,299.3161,40.82238,15.028
CONFIRMED,0,0,0,0,31.33046135,3.98E-05,-3.98E-05,153.43031,0.00103,-0.00103,0.798,0.021,-0.043,5.176,0.102,-0.102,5073.8,48.4,-48.4,6.5,0.64,-0.23,481,12.61,3.84,-1.79,117.2,1,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
FALSE POSITIVE,0,1,0,0,9.286358079,5.46E-07,-5.46E-07,171.8214689,4.50E-05,-4.50E-05,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,44791,32.8,-32.8,17.61,4.05,-1.87,796,95.03,66.72,-27.73,1671.1,1,5670,169,-169,4.523,0.066,-0.154,0.821,0.189,-0.087,294.74396,40.53392,15.365
CONFIRMED,0,0,0,0,13.23352214,4.50E-05,-4.50E-05,140.32196,0.00275,-0.00275,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,504.6,10.8,-10.8,3.06,0.54,-0.58,888,146.67,72.35,-57.65,49.1,2,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
CONFIRMED,0,0,0,0,6.15560285,2.70E-05,-2.70E-05,134.81656,0.00345,-0.00345,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285,8.6,-8.6,2.32,0.4,-0.45,1146,406.94,200.73,-159.95,35.1,3,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
CONFIRMED,0,0,0,0,2.090811305,9.57E-06,-9.57E-06,134.17462,0.00398,-0.00398,0.746,0.053,-0.521,3.388,0.106,-0.106,115.9,6.4,-6.4,1.62,0.28,-0.32,1642,1718.04,847.46,-675.28,19.9,5,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
CONFIRMED,0,0,0,0,3.180027898,7.28E-06,-7.28E-06,133.49863,0.00181,-0.00181,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,120.3,2.7,-2.7,1.53,0.07,-0.05,1458,1066.86,149.88,-119.09,50.4,2,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
CONFIRMED,0,0,0,0,56.2279271,0.0003134,-0.0003134,132.29259,0.00471,-0.00471,0.7,0.208,-0.496,3.57,0.134,-0.134,862.7,44.9,-44.9,2.37,0.17,-0.09,366,4.22,1.02,-0.6,20.9,2,4959,99,0,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208
FALSE POSITIVE,0,1,1,1,2.384052875,4.74E-06,-4.74E-06,171.58362,0.00163,-0.00163,1.178,5.685,-0.115,3.0918,0.0817,-0.0817,1268.1,29.9,-29.9,17.06,1.32,-1.6,1010,244.87,71.26,-67.02,50.5,1,4794,130,-144,4.58,0.063,-0.032,0.701,0.054,-0.066,299.64285,40.691238,15.836
CONFIRMED,0,0,0,0,7.953547,1.91E-05,-1.91E-05,174.66224,0.00182,-0.00182,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,875.4,25.3,-25.3,2.25,0.07,-0.14,696,55.37,7.15,-10.12,38.4,1,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
CONFIRMED,0,0,0,0,4.14451656,1.44E-05,-1.44E-05,135.92831,0.00313,-0.00313,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,391.8,19.8,-19.8,1.48,0.05,-0.09,864,132.08,17.05,-24.15,22.8,2,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
FALSE POSITIVE,0,1,0,0,4.859386384,1.27E-06,-1.27E-06,173.011469,0.000207,-0.000207,1.259,1.089,-0.178,2.2757,0.0122,-0.0122,6044.3,27.2,-27.2,38.33,12.8,-4.27,1114,364.23,358.71,-118.09,269.7,1,6072,168,-232,4.47,0.056,-0.224,0.988,0.33,-0.11,292.21436,40.759762,15.311
CONFIRMED,0,0,0,0,4.583520948,4.18E-06,-4.18E-06,169.973972,0.000733,-0.000733,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3812.1,44.5,-44.5,5.39,1.6,-0.53,1038,274.98,239.18,-77.52,99.5,1,5815,157,-175,4.54,0.038,-0.212,0.877,0.26,-0.087,299.18686,41.74268,15.287
CONFIRMED,0,0,0,0,8.20396958,1.49E-05,-1.49E-05,169.69138,0.00143,-0.00143,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,1024.4,21.2,-21.2,3.01,0.24,-0.3,742,71.5,22.24,-20.23,54.4,1,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
CONFIRMED,0,0,0,0,14.49645186,6.36E-05,-6.36E-05,143.41659,0.00409,-0.00409,0.97,0.002,-0.663,4.016,0.305,-0.305,647.5,26.7,-26.7,3.01,0.24,-0.3,613,33.48,10.42,-9.47,25.7,2,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
CANDIDATE,0,0,0,0,6.54626149,2.67E-05,-2.67E-05,133.85964,0.00317,-0.00317,0.644,0.295,-0.438,2.75,0.111,-0.111,655.9,30,-30,2.19,0.22,-0.08,810,101.78,31.02,-14.45,24.8,3,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
CONFIRMED,0,0,0,0,12.71809866,2.32E-05,-2.32E-05,175.35526,0.00152,-0.00152,0.427,0.016,-0.427,3.0957,0.0562,-0.0562,1149.4,24.5,-24.5,2.31,0.17,-0.22,562,23.6,6.56,-6.6,52.7,1,4702,128,-142,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389
CONFIRMED,0,0,0,0,36.06588163,8.31E-05,-8.31E-05,198.58423,0.00172,-0.00172,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,1563.8,32.1,-32.1,2.64,0.19,-0.26,397,5.88,1.64,-1.64,51.7,2,4702,128,-142,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389
CONFIRMED,0,0,0,0,4.190425659,1.61E-06,-1.61E-06,171.44122,0.000306,-0.000306,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2877.4,14.1,-14.1,6.21,2.05,-0.82,1234,547.9,549.04,-194.78,240.6,1,6073,190,-232,4.392,0.072,-0.217,1.135,0.375,-0.15,293.49661,41.137589,15.27
CONFIRMED,0,0,0,0,3.709870784,3.04E-06,-3.04E-06,171.987982,0.000638,-0.000638,0.023,0.323,-0.023,3.0694,0.0265,-0.0265,2020.3,20.1,-20.1,4.35,0.64,-0.28,1151,415.1,163.27,-72.1,116.1,1,5727,77,-85,4.463,0.04,-0.12,0.978,0.146,-0.062,283.86441,41.346458,15.581
CONFIRMED,0,0,0,0,16.3297527,3.61E-05,-3.61E-05,177.29506,0.00181,-0.00181,0.791,0.091,-0.541,6.271,0.112,-0.112,1187.5,18.1,-18.1,3.75,1.11,-0.47,727,66.08,57.11,-21.98,74.6,1,5878,158,-193,4.444,0.084,-0.196,0.987,0.291,-0.125,288.51001,41.301769,15.447
CONFIRMED,0,0,0,0,27.80756622,4.75E-06,-4.75E-06,186.713552,0.000134,-0.000134,0.782,0.002,-0.003,4.21587,0.00935,-0.00935,25391,47.3,-47.3,13.84,3.63,-1.21,554,22.24,17.69,-5.87,748.1,1,5862,177,-177,4.584,0.044,-0.176,0.785,0.206,-0.069,296.88821,41.396091,15.482
CONFIRMED,0,0,0,0,80.8723469,0.0001468,-0.0001468,203.895,0.00131,-0.00131,0.527,0.08,-0.309,11.195,0.13,-0.13,3604.6,25.9,-25.9,7.59,1.24,-1.52,452,9.88,4.3,-3.87,160.9,1,5510,82,-71,4.222,0.195,-0.105,1.238,0.202,-0.247,287.1543,41.565788,15.201
CONFIRMED,0,0,0,0,24.99324319,6.13E-05,-6.13E-05,138.68167,0.00197,-0.00197,0.686,0.015,-0.505,5.9409,0.0669,-0.0669,269.6,4.9,-4.9,2.29,0.12,-0.08,712,60.88,10.13,-7.34,62,1,5718,85,-77,4.181,0.018,-0.016,1.317,0.064,-0.048,287.36279,38.649601,12.377
CONFIRMED,0,0,0,0,10.35533116,2.09E-05,-2.09E-05,170.93729,0.0016,-0.0016,0.029,0.429,-0.029,3.1775,0.0602,-0.0602,750.6,17.4,-17.4,2.47,0.59,-0.31,777,86.22,62.02,-27.32,49.2,1,5501,164,-147,4.462,0.084,-0.168,0.918,0.217,-0.117,288.9942,41.633282,15.018
CONFIRMED,0,0,0,0,16.08518937,3.02E-05,-3.02E-05,180.28319,0.00145,-0.00145,0.867,0.011,-0.613,3.984,0.0875,-0.0875,1442.4,26.7,-26.7,3.68,0.54,-0.36,613,33.43,16.76,-9.37,62.6,1,5239,174,-158,4.523,0.06,-0.09,0.826,0.122,-0.081,292.10519,42.380322,15.219
CANDIDATE,0,0,0,0,235.9986399,0.0002773,-0.0002773,208.399822,0.000898,-0.000898,0.778,0.006,-0.008,8.2284,0.0606,-0.0606,20715,91.7,-91.7,10.59,0.35,-0.52,188,0.29,0.05,-0.04,271.8,1,4245,85,-85,4.627,0.03,-0.018,0.657,0.022,-0.032,293.00797,42.307201,15.172
CONFIRMED,0,0,0,0,36.2761238,0.0001055,-0.0001055,201.2869,0.00222,-0.00222,0.035,0.379,-0.035,4.7865,0.0756,-0.0756,1572.6,35.5,-35.5,3.03,0.2,-0.15,445,9.29,2.1,-1.55,45.5,2,5103,101,-101,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
CONFIRMED,0,0,0,0,17.46087931,5.28E-05,-5.28E-05,137.26594,0.00242,-0.00242,0.594,0.326,-0.377,2.2641,0.0721,-0.0721,812.4,38.3,-38.3,2.32,0.15,-0.12,568,24.6,5.57,-4.08,22.6,4,5103,101,-101,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
CONFIRMED,0,0,0,0,56.0560754,0.0002753,-0.0002753,201.16578,0.00329,-0.00329,0.018,0.413,-0.018,4.685,0.132,-0.132,1626,66.7,-66.7,1.94,0.12,-0.22,233,0.69,0.15,-0.19,27.4,1,3593,71,-86,4.757,0.054,-0.027,0.491,0.03,-0.055,289.50848,41.812119,15.849
CONFIRMED,0,0,0,0,41.40831669,6.58E-06,-6.58E-06,195.78745,0.000123,-0.000123,0.377,0.016,-0.029,5.0264,0.0136,-0.0136,22839,31.4,-31.4,11.38,2.07,-1.04,453,9.93,5.69,-2.57,907.8,1,5522,165,-148,4.586,0.048,-0.112,0.747,0.136,-0.068,291.76041,41.944069,15.196
CANDIDATE,0,0,0,0,39.74893077,1.55E-05,-1.55E-05,172.854644,0.000301,-0.000301,0.881,0.003,-0.003,7.3051,0.0213,-0.0213,15179,44.1,-44.1,14.21,4.46,-1.49,552,21.87,20.59,-6.71,561.1,1,6122,181,-218,4.487,0.052,-0.208,0.964,0.303,-0.101,293.17929,41.969238,15.344
CONFIRMED,0,0,0,0,49.18394185,2.48E-05,-2.48E-05,141.911924,0.000569,-0.000569,0.035,0.361,-0.035,11.3364,0.051,-0.051,1646.2,5.4,-5.4,8.2,0.5,-0.55,669,47.4,9.4,-8.38,355.7,1,5626,89,-78,3.907,0.04,-0.036,2.057,0.125,-0.138,294.55917,46.062328,12.654
FALSE POSITIVE,0,1,0,0,13.61014819,5.97E-06,-5.97E-06,173.987319,0.000346,-0.000346,1.081,0.347,-0.119,2.594,0.0194,-0.0194,5732.9,38.1,-38.1,19.02,4.92,-2.28,733,68.29,52.16,-20.86,184.1,1,5697,154,-154,4.46,0.098,-0.182,0.903,0.234,-0.108,289.89777,42.009151,15.06
FALSE POSITIVE,0,1,1,1,10.44331991,2.29E-05,-2.29E-05,175.4046,0.00185,-0.00185,0.23,0.799,-0.23,2.743,0.505,-0.505,1159.8,64.2,-64.2,2.66,0.2,-0.27,667,46.94,13.93,-12.92,51.7,1,4947,148,-133,4.516,0.077,-0.056,0.802,0.059,-0.081,286.24356,42.148811,15.546
CONFIRMED,0,0,0,0,2.237489571,5.02E-06,-5.02E-06,170.81914,0.00173,-0.00173,0.128,0.325,-0.127,1.8119,0.0554,-0.0554,315.8,11.8,-11.8,1.41,0.13,-0.05,1160,427.17,109.22,-54.78,30.7,1,5265,73,-84,4.58,0.014,-0.081,0.81,0.073,-0.029,290.00757,42.116459,15.001
FALSE POSITIVE,0,1,0,0,5.851520671,3.31E-07,-3.31E-07,173.8228336,4.48E-05,-4.48E-05,0.211,0.02,-0.041,3.11058,0.00627,-0.00627,33004,26.1,-26.1,14.62,2.92,-1.58,901,155.89,96.85,-46.15,1630.4,1,5532,167,-167,4.53,0.07,-0.13,0.806,0.161,-0.087,284.08731,42.233231,15.33
CONFIRMED,0,0,0,0,3.167893418,3.87E-06,-3.87E-06,172.147959,0.000988,-0.000988,0.026,0.366,-0.026,2.1814,0.0324,-0.0324,781.2,14.3,-14.3,2.62,0.78,-0.26,1221,526.23,466.28,-150.76,64.8,1,5895,164,-184,4.503,0.05,-0.2,0.94,0.282,-0.094,293.81647,42.212502,15.533
CONFIRMED,0,0,0,0,4.311780262,4.34E-06,-4.34E-06,173.576483,0.000848,-0.000848,0.196,0.221,-0.196,2.7251,0.0314,-0.0314,1154,15,-15,3.11,0.39,-0.21,1038,274.84,91.4,-49.59,86.1,1,5527,74,-83,4.484,0.04,-0.112,0.927,0.115,-0.062,287.24268,42.301369,15.604
CONFIRMED,0,0,0,0,20.0504494,8.83E-05,-8.83E-05,188.08821,0.0031,-0.0031,0.383,0.081,-0.383,4.556,0.0986,-0.0986,840.9,23.5,-23.5,2.69,0.33,-0.18,622,35.44,11.79,-6.39,37.8,2,5527,74,-83,4.484,0.04,-0.112,0.927,0.115,-0.062,287.24268,42.301369,15.604
CONFIRMED,0,0,0,0,9.76734503,3.05E-05,-3.05E-05,186.57718,0.00239,-0.00239,0.9,0.023,-0.633,1.6585,0.0777,-0.0777,569.1,31.7,-31.7,2.67,0.33,-0.18,791,92.46,30.75,-16.68,21.1,3,5527,74,-83,4.484,0.04,-0.112,0.927,0.115,-0.062,287.24268,42.301369,15.604
CANDIDATE,0,0,0,0,119.0207044,0.0001179,-0.0001179,222.236492,0.000704,-0.000704,0.076,0.173,-0.076,8.1405,0.0382,-0.0382,7430.5,38.4,-38.4,8.98,1.23,-1.35,366,4.25,1.58,-1.34,223.5,1,5453,81,-73,4.342,0.144,-0.108,1.062,0.146,-0.16,291.58377,42.36816,15.085
FALSE POSITIVE,0,1,1,0,2.861159894,3.06E-06,-3.06E-06,171.648106,0.00088,-0.00088,0.965,0.13,-0.043,1.8832,0.0878,-0.0878,1014.3,28.6,-28.6,4.37,1.38,-0.46,1355,797.1,768.91,-244.21,58.3,1,6126,193,-214,4.458,0.052,-0.208,1.021,0.324,-0.108,291.67172,42.343109,15.618
CONFIRMED,0,0,0,0,26.44439337,3.65E-05,-3.65E-05,194.12074,0.00108,-0.00108,0.03,0.355,-0.03,3.9783,0.0417,-0.0417,1843.5,22.2,-22.2,3.91,0.43,-0.29,562,23.54,7.96,-4.92,88,2,5427,108,-108,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158
CONFIRMED,0,0,0,0,51.53997972,5.61E-05,-5.61E-05,174.055011,0.00088,-0.00088,0.183,0.165,-0.183,6.3994,0.0438,-0.0438,3644.3,23.9,-23.9,5.51,0.62,-0.41,450,9.67,3.27,-2.02,155.5,1,5427,108,-108,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158
CONFIRMED,0,0,0,0,5.902245782,7.37E-06,-7.37E-06,136.78393,0.00101,-0.00101,0.209,0.165,-0.209,2.9003,0.0317,-0.0317,702.3,12.8,-12.8,2.43,0.27,-0.18,926,173.74,58.69,-36.35,59.3,3,5427,108,-108,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158
CONFIRMED,0,0,0,0,2.382951591,2.81E-06,-2.81E-06,135.080841,0.000981,-0.000981,0.479,0.416,-0.311,1.8876,0.0297,-0.0297,391.6,10.4,-10.4,1.86,0.21,-0.13,1253,583.01,196.96,-121.98,41.4,4,5427,108,-108,4.463,0.064,-0.088,0.929,0.104,-0.069,292.87338,42.966141,15.158
CONFIRMED,0,0,0,0,21.02250608,4.09E-05,-4.09E-05,207.67593,0.00148,-0.00148,0.036,0.36,-0.036,4.1072,0.0538,-0.0538,1772.5,32.1,-32.1,3.07,0.21,-0.14,521,17.48,4.16,-2.76,62.4,1,5067,102,-102,4.585,0.024,-0.048,0.75,0.052,-0.033,294.90973,42.935261,15.859
CONFIRMED,0,0,0,0,3.219814777,5.53E-06,-5.53E-06,133.00406,0.00134,-0.00134,0.06,0.4,-0.06,2.0642,0.0392,-0.0392,488.2,17.6,-17.6,1.69,0.11,-0.08,998,234.93,53.16,-39.02,30.5,3,5103,101,-101,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
FALSE POSITIVE,0,1,0,0,12.94066866,3.35E-06,-3.35E-06,179.423014,0.000206,-0.000206,0.897,0.16,-0.072,2.4845,0.0165,-0.0165,42450,198,-198,22.94,4.93,-1.96,723,64.64,40.22,-16.72,307.5,1,5875,140,-175,4.572,0.036,-0.144,0.809,0.174,-0.069,291.11969,42.507069,15.215
CONFIRMED,0,0,0,0,33.60123371,1.77E-05,-1.77E-05,186.680343,0.000412,-0.000412,0.67,0.028,-0.073,4.4056,0.0578,-0.0578,7425.9,33.2,-33.2,8.46,0.4,-0.5,495,14.22,2.79,-2.41,247.9,1,5149,113,-82,4.447,0.054,-0.036,0.93,0.044,-0.055,289.26874,42.604172,15.262
CONFIRMED,0,0,0,0,4.601811819,6.17E-06,-6.17E-06,169.98108,0.00105,-0.00105,0.567,0.045,-0.448,2.2607,0.0367,-0.0367,755.9,14.1,-14.1,2.35,0.09,-0.18,896,152.91,23.09,-30.96,60.8,1,4986,82,-82,4.496,0.08,-0.025,0.833,0.032,-0.064,296.48343,42.663429,15.024
CONFIRMED,0,0,0,0,11.18719905,5.33E-05,-5.33E-05,137.17814,0.00416,-0.00416,0.387,0.062,-0.387,3.252,0.122,-0.122,353.6,17.5,-17.5,1.55,0.06,-0.12,667,46.65,7.05,-9.44,21.9,2,4986,82,-82,4.496,0.08,-0.025,0.833,0.032,-0.064,296.48343,42.663429,15.024
CONFIRMED,0,0,0,0,5.95489993,5.48E-06,-5.48E-06,170.955871,0.000734,-0.000734,0.327,0.084,-0.327,2.3892,0.0281,-0.0281,1410.7,17.8,-17.8,2.33,0.1,-0.11,635,38.52,6.66,-6.17,87.2,1,4261,85,-85,4.641,0.027,-0.02,0.633,0.026,-0.029,293.63696,42.82497,15.019
